,TITLE,REGION,SPECIFIC REGION,HIGHEST,lat,lon,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DIFFICULTY,LABEL
1441,Badger Valley,Olympic Peninsula,Northern Coast,6400.0,47.91835538,-123.3822048,0,0,0,0,0,0,1,1,0,1,0,0,strenuous,5
1442,Baker Preserve,Puget Sound and Islands,Bellingham Area,1050.0,48.69476062,-122.662626,0,0,0,0,0,0,0,1,0,0,0,0,moderate,5
1443,Young Hill,Puget Sound and Islands,San Juan Islands,665.0,48.586617,-123.1468,1,0,0,0,0,0,1,1,1,1,0,0,moderate,3
1444,Gazzam Lake Nature Preserve,Puget Sound and Islands,Seattle-Tacoma Area,380.0,47.60965157,-122.5636705,1,0,1,0,0,0,0,1,0,1,0,0,moderate,3
1445,Danville-Georgetown Trail System,Puget Sound and Islands,Seattle-Tacoma Area,800.0,47.37281233,-121.975244,0,1,0,0,0,1,0,0,0,0,0,0,moderately strenuous,7
1446,Lime Kiln Trail,North Cascades,Mountain Loop Highway,750.0,48.07736667,-121.9324667,0,1,0,0,1,1,0,0,0,0,0,0,moderate,1
1447,Madrone Crest Trail,Puget Sound and Islands,Bellingham Area,1390.0,48.70086,-122.48896,0,0,0,1,1,1,0,1,0,1,0,0,moderately strenuous,2
1448,Mud Mountain Dam - Rim Trail,Mount Rainier Area,Chinook Pass - Hwy 410,1300.0,47.14465463,-121.9332218,0,1,0,0,0,1,1,1,0,1,0,0,easy,7
1449,White Bluffs - South Slope,Central Washington,Tri-Cities,900.0,46.6388408,-119.3893463,0,1,0,0,0,0,1,0,0,1,0,0,moderately strenuous,13
1450,Pioneer Park - Mercer Island,Puget Sound and Islands,Seattle-Tacoma Area,300.0,47.54071569,-122.2164202,0,0,0,0,1,1,1,0,0,1,0,0,easy,7
1451,Sand Lake Snowshoe,South Cascades,White Pass/Cowlitz River Valley,5300.0,46.64407424,-121.3793564,0,0,1,0,0,0,0,0,0,0,0,0,moderately strenuous,12
1452,Dalles Ridge Snowshoe,Mount Rainier Area,Chinook Pass - Hwy 410,4000.0,47.09228022,-121.5842342,0,1,0,0,0,0,0,0,0,0,0,0,strenuous,13
1453,Lanham Lake Snowshoe,Central Cascades,Stevens Pass - East,4100.0,47.7726642,-121.0124789,0,0,1,0,0,1,0,0,0,0,0,0,moderate,12
1454,Kamiak Butte,Eastern Washington,Palouse and Blue Mountains,3600.0,46.8905208,-117.1359547,0,0,0,0,0,0,1,1,1,1,0,0,moderate,0
1455,Dobson and McFadden Park Trail,Southwest Washington,Lewis River Region,600.0,46.660707,-122.9593867,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
1456,Lake Swano Trail,Southwest Washington,Long Beach Area,50.0,46.95442203,-123.801477,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
1457,West Tiger Four-Summit Loop,Issaquah Alps,Tiger Mountain,2948.0,47.52933476,-121.9960821,0,0,0,0,0,0,1,1,1,1,1,0,very strenuous,4
1458,Slate Peak,North Cascades,Pasayten,7440.0,48.738015,-120.678671,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
1459,Cap Sante Park,Puget Sound and Islands,Bellingham Area,220.0,48.51902061,-122.6063168,1,0,0,0,0,1,1,1,1,1,0,0,moderate,3
1460,Iron Peak,Snoqualmie Region,Salmon La Sac/Teanaway,6160.0,47.421427,-120.937243,0,0,0,0,0,0,1,1,0,0,1,0,strenuous,11
1461,Miller River Road Snowshoe,Central Cascades,Stevens Pass - West,2200.0,47.71460366,-121.3991618,0,1,0,0,1,0,0,0,0,0,0,0,moderately strenuous,1
1462,Toutle Trail - Red Rock Pass to Blue Lake Trailhead,South Cascades,Mount St. Helens,3400.0,46.14361884,-122.2349221,0,0,0,0,1,0,0,0,0,1,1,0,moderate,1
1463,Toutle Trail,South Cascades,Mount St. Helens,4000.0,46.14293496,-122.3244381,0,1,1,0,1,1,1,1,0,0,1,0,very strenuous,11
1464,Winchester Mountain,North Cascades,Mount Baker Area,6521.0,48.95263333,-121.6357833,0,0,1,0,0,0,1,1,1,1,1,0,moderate,4
1465,Sheep Lake to Sourdough Gap,Mount Rainier Area,Chinook Pass - Hwy 410,6400.0,46.8911171,-121.505702,0,0,1,0,0,0,1,1,0,1,0,0,moderately strenuous,12
1466,Dosewallips State Park - Steam Donkey Trail,Olympic Peninsula,Hood Canal,425.0,47.6875812,-122.8998651,1,1,0,0,1,0,0,0,0,1,0,0,moderate,3
1467,Heather - Maple Pass Loop,North Cascades,North Cascades Highway - Hwy 20,6650.0,48.51621667,-120.7354,0,0,1,0,1,1,1,1,0,1,1,0,strenuous,0
1468,Excelsior Peak via Damfino Lakes Trail,North Cascades,Mount Baker Area,5699.0,48.959324,-121.80701,0,0,1,0,0,0,1,1,1,0,1,0,moderately strenuous,4
1469,Tonga Ridge / Mount Sawyer,Central Cascades,Stevens Pass - West,5495.0,47.67887,-121.264833,0,0,0,0,0,1,1,1,1,0,1,1,moderately strenuous,4
1470,Melakwa Lake,Snoqualmie Region,Snoqualmie Pass,4600.0,47.41505,-121.4432167,0,1,1,1,1,0,0,0,0,0,1,1,very strenuous,10
1471,"Thomas, Blue and Tombstone Lakes",South Cascades,Mount Adams Area,4780.0,46.005733,-121.839117,0,0,1,0,0,1,1,0,0,0,0,1,moderately strenuous,8
1472,Ptarmigan Ridge,North Cascades,Mount Baker Area,6100.0,48.84633333,-121.6926667,0,0,0,0,0,0,1,1,0,0,1,0,strenuous,11
1473,Lake Ann (Mount Baker Highway),North Cascades,Mount Baker Area,4900.0,48.8510965,-121.6860796,0,0,1,0,0,0,1,1,0,0,0,1,strenuous,8
1474,Huntoon Point Snowshoe,North Cascades,Mount Baker Area,5200.0,48.8466864,-121.6910478,0,0,0,0,0,0,0,1,0,0,1,0,moderately strenuous,11
1475,Fire and Ice Trail,North Cascades,Mount Baker Area,4400.0,48.857865,-121.6822288,0,0,0,0,0,0,1,1,0,0,0,0,easy,5
1476,Artist Ridge - Huntoon Point,North Cascades,Mount Baker Area,5150.0,48.8466827,-121.6910452,0,0,0,0,0,1,1,1,0,0,1,0,easy,11
1477,Artist Point Snowshoe,North Cascades,Mount Baker Area,5100.0,48.86157085,-121.6824943,0,0,0,0,0,0,0,1,0,0,1,0,moderate,11
1478,Table Mountain,North Cascades,Mount Baker Area,5700.0,48.84684168,-121.6925594,0,0,0,0,0,0,0,1,0,0,0,0,moderate,5
1479,Wild Goose,North Cascades,Mount Baker Area,5100.0,48.84710763,-121.692853,0,0,1,0,0,1,0,1,0,0,0,0,moderate,12
1480,Eagle Lakes,North Cascades,Methow/Sawtooth,7110.0,48.220383,-120.26785,0,0,1,0,0,1,0,1,0,0,0,0,very strenuous,12
1481,Thunder Knob,North Cascades,North Cascades Highway - Hwy 20,1875.0,48.6905,-121.0979667,0,0,1,0,0,0,0,1,0,0,0,1,moderate,8
1482,Vancouver Discovery Historic Loop,Southwest Washington,Vancouver Area,105.0,45.62620175,-122.6566331,0,1,0,0,0,0,0,0,0,0,0,0,easy,13
1483,Gold Creek Pond,Snoqualmie Region,Snoqualmie Pass,3000.0,47.4094357,-121.3677233,0,0,1,0,0,0,1,1,0,1,0,0,easy,12
1484,Lake Creek,Eastern Washington,Spokane Area/Coeur d'Alene,1840.0,47.33443112,-118.7010098,0,0,1,0,0,0,0,0,0,0,0,1,moderately strenuous,8
1485,Mallardy Ridge Snowshoe,North Cascades,Mountain Loop Highway,3200.0,48.07071317,-121.6560584,0,0,0,0,0,0,0,1,0,0,1,0,strenuous,11
1486,Lake Wynoochee East Shore Trail,Olympic Peninsula,Hood Canal,930.0,47.40241594,-123.5823727,0,0,1,0,1,1,1,1,0,0,0,0,moderate,12
1487,Copper Pass via Twisp River,North Cascades,Methow/Sawtooth,6720.0,48.45856667,-120.56755,0,1,0,1,1,1,1,1,0,1,1,1,very strenuous,10
1488,Wynoochee Pass to Sundown Lake,Olympic Peninsula,Olympia,3820.0,47.51632801,-123.5393269,0,0,1,0,0,0,0,0,0,0,1,0,very strenuous,11
1489,Tomlike Mountain,Southwest Washington,Columbia River Gorge - OR,4555.0,45.577567,-121.792517,0,0,1,0,1,0,1,1,1,1,1,0,moderately strenuous,4
1490,Pete's Creek - Colonel Bob Peak,Olympic Peninsula,Pacific Coast,4510.0,47.45721667,-123.73175,0,1,0,0,1,0,0,1,1,0,0,0,very strenuous,6
1491,Mildred Lakes,Olympic Peninsula,Hood Canal,4100.0,47.57528333,-123.2612,0,0,1,0,0,0,0,0,0,0,0,0,very strenuous,12
1492,Grand Park via Lake Eleanor,Mount Rainier Area,NE - Sunrise/White River,5630.0,46.99628333,-121.6413333,0,1,0,0,0,0,1,1,0,1,0,1,moderately strenuous,1
1493,Lake Janus and Grizzly Peak,Central Cascades,Stevens Pass - East,5550.0,47.80233333,-121.0772333,0,0,1,0,0,0,1,1,1,1,1,1,very strenuous,4
1494,Camp Muir,Mount Rainier Area,SW - Longmire/Paradise,10080.0,46.78603333,-121.7349833,0,1,0,1,0,0,0,1,0,1,0,0,very strenuous,2
1495,Spoon Creek Falls,Olympic Peninsula,Olympia,1000.0,47.35378333,-123.5652,0,0,0,1,1,0,0,0,0,0,0,0,easy,2
1496,Gothic Basin,North Cascades,Mountain Loop Highway,5200.0,48.02611667,-121.4425,0,1,1,1,0,0,1,1,0,0,0,0,very strenuous,2
1497,Myrtle Lake,Central Cascades,Entiat Mountains/Lake Chelan,3765.0,48.02436667,-120.6512,0,1,1,0,0,0,0,1,0,1,0,1,moderately strenuous,8
1498,Skookum Flats,Mount Rainier Area,Chinook Pass - Hwy 410,2550.0,47.04902153,-121.5700098,0,1,0,1,1,0,1,1,0,1,0,0,moderate,2
1499,Mount Grant Preserve,Puget Sound and Islands,San Juan Islands,900.0,48.57981284,-123.1436746,1,0,0,0,0,1,1,1,1,0,1,0,moderate,3
1500,Cherry Creek Falls,Central Cascades,Stevens Pass - West,705.0,47.74567234,-121.9076443,0,0,0,0,0,0,0,0,0,0,0,0,moderate,9
1501,Silver Peak,Snoqualmie Region,Snoqualmie Pass,5605.0,47.366011,-121.4199016,0,0,1,0,0,0,1,1,1,0,1,0,strenuous,4
1502,Cedar Butte,Snoqualmie Region,North Bend Area,1880.0,47.43251096,-121.7663026,0,0,0,0,0,0,0,1,1,0,1,0,moderate,4
1503,Marymere Falls,Olympic Peninsula,Northern Coast,1100.0,48.05809751,-123.7889189,0,1,0,1,1,0,0,0,0,0,0,0,easy,2
1504,Second Beach,Olympic Peninsula,Pacific Coast,220.0,47.89816667,-124.6238167,1,0,0,0,1,0,0,0,0,1,0,1,easy,3
1505,White River to Sunrise,Mount Rainier Area,NE - Sunrise/White River,6400.0,46.90243808,-121.6437954,0,0,0,0,0,0,0,1,0,1,0,1,strenuous,0
1506,Pratt Lake Basin,Snoqualmie Region,North Bend Area,4100.0,47.3979,-121.48605,0,0,1,1,1,0,1,1,0,0,1,1,very strenuous,10
1507,Newhalem Creek,North Cascades,North Cascades Highway - Hwy 20,2000.0,48.66131924,-121.2519836,0,1,0,0,1,1,0,1,0,0,0,1,moderately strenuous,1
1508,Pine Lake,Olympic Peninsula,Hood Canal,1830.0,47.43662224,-123.4444427,0,1,1,0,1,0,0,0,0,1,0,0,moderate,1
1509,Tiger Mountain Trail South,Issaquah Alps,Tiger Mountain,1100.0,47.44255,-121.9776,0,0,0,0,0,1,1,0,0,1,0,0,moderate,7
1510,McClellan Butte,Snoqualmie Region,Snoqualmie Pass,5162.0,47.41418333,-121.5884167,0,0,0,0,1,0,1,1,1,0,0,0,very strenuous,6
1511,Home Lake,Olympic Peninsula,Hood Canal,5330.0,47.828033,-123.041325,0,0,1,0,0,0,0,0,1,0,1,0,very strenuous,4
1512,Washougal Waterfront Park Trail-Columbia River Connector Trail,Southwest Washington,Vancouver Area,30.0,45.57854774,-122.3781037,0,1,0,0,0,0,0,0,0,0,0,0,easy,13
1513,Melakwa - Pratt Lake Traverse,Snoqualmie Region,North Bend Area,4700.0,47.41536728,-121.4433495,0,0,1,1,0,0,0,1,0,0,1,1,very strenuous,10
1514,Swakane Canyon,Central Washington,Wenatchee,2980.0,47.564961,-120.3206081,0,0,0,0,0,0,1,1,0,1,0,0,moderately strenuous,5
1515,Boulder Creek - Gallagher Head Lake,Snoqualmie Region,Salmon La Sac/Teanaway,5606.0,47.45584206,-121.0484576,0,0,1,0,0,0,1,0,0,0,1,0,strenuous,11
1516,Scatter Creek,Snoqualmie Region,Salmon La Sac/Teanaway,6200.0,47.50651667,-121.0592167,0,0,0,0,0,0,1,1,0,0,1,0,very strenuous,11
1517,Dark Meadows,South Cascades,Dark Divide,4200.0,46.31077434,-121.7314339,0,0,0,0,0,0,1,0,0,0,0,0,moderately strenuous,9
1518,Chief Sealth Trail,Puget Sound and Islands,Seattle-Tacoma Area,330.0,47.51250513,-122.2653008,0,0,0,0,0,0,0,1,0,0,0,0,moderately strenuous,5
1519,Wyeth,Southwest Washington,Columbia River Gorge - OR,4100.0,45.6892716,-121.7711558,0,1,0,0,1,0,0,1,1,0,1,0,very strenuous,4
1520,Raven Roost,Mount Rainier Area,Chinook Pass - Hwy 410,5900.0,47.02421134,-121.3347244,0,0,0,0,0,0,0,1,1,1,1,0,moderate,4
1521,Elk Bench,South Cascades,Mount St. Helens,3100.0,46.29728483,-122.2665668,0,0,1,0,0,0,1,0,0,0,0,0,easy,12
1522,Coyote Creek,Issaquah Alps,Cougar Mountain,1350.0,47.53347251,-122.1137345,0,0,0,0,0,1,0,0,0,1,0,0,easy,7
1523,Lost Beagle,Issaquah Alps,Cougar Mountain,1470.0,47.54112128,-122.0962143,0,0,0,0,0,1,0,0,1,1,0,0,easy,7
1524,Etienne Creek,Central Cascades,Blewett Pass,6100.0,47.3899,-120.6673,0,1,0,0,0,0,0,0,0,0,0,0,moderately strenuous,13
1525,Columbia Plateau Trail - Fish Lake,Eastern Washington,Spokane Area/Coeur d'Alene,2277.0,47.56620732,-117.4933371,0,0,1,0,1,0,0,0,0,1,0,0,moderate,12
1526,Chehalis River Discovery Trail,Southwest Washington,Lewis River Region,265.0,46.76808443,-123.0245074,0,0,0,0,0,0,0,0,0,1,0,0,easy,9
1527,Lone Lake,Eastern Washington,Spokane Area/Coeur d'Alene,5587.0,47.45443707,-115.7661286,0,0,1,0,0,1,0,1,0,0,0,0,moderately strenuous,0
1528,Stevens Lake,Eastern Washington,Spokane Area/Coeur d'Alene,5745.0,47.45423938,-115.7664156,0,0,1,1,0,1,1,1,0,0,0,1,strenuous,10
1529,Chinook Pass to Crystal Mountain via the Pacific Crest Trail,Mount Rainier Area,Chinook Pass - Hwy 410,6400.0,46.8720115,-121.5159345,0,0,1,1,0,1,1,1,0,1,1,1,very strenuous,10
1530,Bonanza Peak,Central Cascades,Entiat Mountains/Lake Chelan,9511.0,48.238148,-120.866241,0,0,1,0,0,0,1,1,1,0,1,0,very strenuous,4
1531,Monument Park,Puget Sound and Islands,Bellingham Area,135.0,48.97538097,-123.0829749,1,0,0,0,0,0,0,0,0,1,0,0,easy,3
1532,Lauretta Norene and Groth Nature Preserve,Southwest Washington,Vancouver Area,291.0,45.72749846,-122.5697851,0,0,0,0,0,1,0,0,0,0,0,0,easy,7
1533,Swift Creek,South Cascades,Mount St. Helens,3500.0,46.13069046,-122.1715736,0,0,0,0,0,0,0,1,0,0,0,0,moderate,5
1534,Appleway Trail,Eastern Washington,Spokane Area/Coeur d'Alene,2000.0,47.65503951,-117.2612,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
1535,Jolly Mountain via Sasse Ridge Trail,Snoqualmie Region,Salmon La Sac/Teanaway,6443.0,47.38596749,-121.0566326,0,0,0,0,0,0,0,1,1,0,1,0,strenuous,4
1536,Spiral Butte,South Cascades,White Pass/Cowlitz River Valley,5840.0,46.65079129,-121.278677,0,0,1,0,0,0,0,1,1,0,0,1,very strenuous,6
1537,Douglas Creek Canyon - Badger Mountain,Central Washington,Wenatchee,2400.0,47.4851219,-119.8979832,0,1,0,0,0,0,1,1,0,1,0,0,moderately strenuous,13
1538,Douglas Creek Canyon - South,Central Washington,Wenatchee,1500.0,47.4580642,-119.876924,0,1,0,0,0,0,1,0,0,1,0,0,easy,13
1539,Eightmile Creek Snowshoe,Central Cascades,Leavenworth Area,4600.0,47.5464965,-120.7914283,0,1,1,0,0,0,0,1,0,0,0,0,very strenuous,12
1540,East Fork Foss River Snowshoe,Central Cascades,Stevens Pass - West,2400.0,47.68824362,-121.2967873,0,1,0,0,1,0,0,1,0,0,0,0,strenuous,1
1541,Boundary Trail,South Cascades,Mount St. Helens,5690.0,46.2765199,-122.2164843,0,0,0,0,0,0,1,1,0,1,1,1,very strenuous,11
1542,Camp 2 - Lookout Mountain,Puget Sound and Islands,Bellingham Area,2767.0,48.64459235,-122.3301888,0,0,1,0,1,0,0,1,0,1,0,0,very strenuous,12
1543,Scatter Lake,North Cascades,Methow/Sawtooth,7047.0,48.43481667,-120.5200833,0,0,1,0,0,1,0,1,1,0,1,0,very strenuous,0
1544,North Twentymile Peak,North Cascades,Pasayten,7437.0,48.70286667,-120.1049833,0,0,0,0,0,1,1,1,0,0,0,0,very strenuous,0
1545,Lower Falls Creek Trail,Southwest Washington,Columbia River Gorge - WA,1410.0,45.908,-121.94745,0,1,0,1,1,0,0,0,0,0,0,0,moderate,2
1546,Angel's Rest,Southwest Washington,Columbia River Gorge - OR,1600.0,45.56021655,-122.172728,0,1,0,0,0,0,1,0,0,0,0,0,moderately strenuous,13
1547,Lake Creek,North Cascades,Pasayten,5800.0,48.8848396,-119.8666783,0,0,1,0,0,0,1,1,0,1,0,0,very strenuous,12
1548,Andrews Creek,North Cascades,Pasayten,6700.0,48.78424715,-120.1088047,0,0,0,0,0,0,1,1,1,0,1,0,very strenuous,4
1549,Horseshoe and Chinook Creek Falls via Upper Siouxon Creek,South Cascades,Dark Divide,1570.0,45.94663333,-122.1773,0,1,0,1,0,0,0,0,0,1,0,0,moderately strenuous,2
1550,Soda Peaks Lake,Southwest Washington,Lewis River Region,3700.0,45.88456667,-122.0001333,0,0,1,0,1,0,0,1,0,0,0,1,very strenuous,8
1551,Burley Mountain,South Cascades,White Pass/Cowlitz River Valley,5250.0,46.4388,-121.852,0,0,0,0,0,0,0,1,1,0,0,0,very strenuous,6
1552,Mount Storm King,Olympic Peninsula,Northern Coast,2600.0,48.0582,-123.7892,0,0,0,0,0,1,0,1,1,0,0,0,moderately strenuous,6
1553,Cutthroat Lakes via Walt Bailey Trail,North Cascades,Mountain Loop Highway,4700.0,48.02366667,-121.6408333,0,0,0,0,0,0,0,0,0,0,0,0,strenuous,9
1554,Mount McCausland,Central Cascades,Stevens Pass - East,5747.0,47.80197122,-121.0780907,0,0,1,0,0,1,1,1,1,0,0,0,strenuous,6
1555,Hidden Lake Lookout,North Cascades,North Cascades Highway - Hwy 20,6900.0,48.51414889,-121.2219054,0,0,1,1,0,1,1,1,1,0,1,0,very strenuous,10
1556,Three Fingers,North Cascades,Mountain Loop Highway,6854.0,48.19716101,-121.7741561,0,0,0,0,0,0,0,0,0,0,0,0,very strenuous,9
1557,Sunday Lake,Snoqualmie Region,North Bend Area,1900.0,47.64671667,-121.59555,0,0,1,0,1,0,1,1,0,1,0,0,moderate,12
1558,Lake Ingalls,Snoqualmie Region,Salmon La Sac/Teanaway,6500.0,47.43671667,-120.9371667,0,0,1,1,0,1,1,1,0,1,1,1,very strenuous,10
1559,Cashmere Canyons Preserve,Central Cascades,Leavenworth Area,3259.0,47.5542,-120.4414,0,0,0,0,0,0,0,0,0,0,0,0,very strenuous,9
1560,Deer Creek Falls,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,3200.0,46.83353333,-121.5351167,0,1,0,1,1,0,0,0,0,1,0,1,easy,2
1561,Crystal Peak,Mount Rainier Area,NE - Sunrise/White River,6595.0,46.92273333,-121.5336167,0,0,0,0,1,0,1,1,1,1,0,0,very strenuous,6
1562,Cascade Pass and Sahale Arm,North Cascades,North Cascades Highway - Hwy 20,7570.0,48.47545924,-121.075002,0,0,1,1,1,1,1,1,0,1,1,1,very strenuous,10
1563,Longs Pass,Snoqualmie Region,Salmon La Sac/Teanaway,6250.0,47.436717,-120.937167,0,0,0,0,0,0,1,1,0,0,0,0,strenuous,5
1564,Mount Angeles,Olympic Peninsula,Northern Coast,6454.0,47.9837751,-123.4524769,1,0,0,0,0,0,1,1,1,0,1,0,strenuous,3
1565,Nisqually Vista Loop,Mount Rainier Area,SW - Longmire/Paradise,5400.0,46.7848,-121.74145,0,0,0,0,0,0,1,1,0,1,0,0,easy,5
1566,Alta Vista Loop,Mount Rainier Area,SW - Longmire/Paradise,5960.0,46.786033,-121.734983,0,0,0,0,0,0,1,1,0,1,0,0,easy,5
1567,Adventure Trail,Issaquah Alps,Tiger Mountain,800.0,47.52639134,-122.0085463,0,0,1,0,0,0,0,0,0,0,0,0,easy,12
1568,Mount Spokane State Park - Three Peaks Loop,Eastern Washington,Spokane Area/Coeur d'Alene,5883.0,47.9045801,-117.1246733,0,0,0,0,1,1,1,1,1,1,0,0,very strenuous,0
1569,Moraine Trail,Mount Rainier Area,SW - Longmire/Paradise,5850.0,46.7864497,-121.7364685,0,1,0,0,0,0,1,1,0,0,1,0,easy,11
1570,Mount Spokane - Burping Brook-Smith Gap Loop,Eastern Washington,Spokane Area/Coeur d'Alene,4400.0,47.8856702,-117.1315448,0,0,0,0,0,0,1,1,0,1,0,0,moderate,5
1571,Riverside State Park - Deep Creek Canyon,Eastern Washington,Spokane Area/Coeur d'Alene,2165.0,47.75386716,-117.5507927,0,1,0,0,1,1,1,1,0,1,1,0,moderately strenuous,0
1572,Beacon Rock State Park - Little Beacon Trail,Southwest Washington,Columbia River Gorge - WA,683.0,45.63574851,-122.024029,0,0,0,0,0,0,1,0,0,1,0,0,easy,13
1573,Mount Spokane State Park - Snowshoe Summit Route,Eastern Washington,Spokane Area/Coeur d'Alene,5883.0,47.904683,-117.1027136,0,0,0,0,0,0,0,1,1,0,0,0,moderately strenuous,6
1574,Longmire to Paradise,Mount Rainier Area,SW - Longmire/Paradise,3600.0,46.7497,-121.8106,0,1,0,1,1,0,0,1,0,0,0,1,very strenuous,10
1575,Longmire to South Puyallup River,Mount Rainier Area,SW - Longmire/Paradise,5600.0,46.75397564,-121.8128875,0,1,0,0,1,0,1,1,0,0,1,1,very strenuous,11
1576,Golden Gate Loop,Mount Rainier Area,SW - Longmire/Paradise,6400.0,46.78628138,-121.7361739,0,1,0,1,0,0,1,1,0,0,1,0,moderate,10
1577,Oxbow Loop Trail,Snoqualmie Region,North Bend Area,920.0,47.517,-121.6096,0,1,1,0,0,0,0,1,0,0,0,0,easy,12
1578,Creekside Loop,Snoqualmie Region,North Bend Area,690.0,47.488,-121.7231,0,1,0,0,0,1,1,0,0,0,0,0,easy,7
1579,Kautz Creek Snowshoe,Mount Rainier Area,SW - Longmire/Paradise,5300.0,46.7698051,-121.825773,0,0,0,0,0,0,0,1,0,0,0,0,very strenuous,5
1580,Twin Falls,Snoqualmie Region,North Bend Area,1000.0,47.44234047,-121.6853428,0,1,0,1,1,0,0,0,0,0,0,0,moderate,2
1581,Deception Pass State Park - Headlands / Rosario Head / Lighthouse Point,Puget Sound and Islands,Bellingham Area,110.0,48.41688333,-122.6511667,1,0,0,0,1,0,0,1,0,0,0,0,moderate,3
1582,Strawberry Bay and Reef Point,Puget Sound and Islands,San Juan Islands,960.0,48.5867,-122.695483,1,0,0,0,0,0,1,0,0,1,0,0,very strenuous,3
1583,Lake Padden Park,Puget Sound and Islands,Bellingham Area,800.0,48.70206425,-122.4530983,0,0,1,0,1,0,0,0,0,1,0,0,moderate,12
1584,Interurban Trail,Puget Sound and Islands,Bellingham Area,350.0,48.71562384,-122.4935031,1,0,0,1,0,0,0,1,0,0,0,0,moderate,3
1585,South Bay Trail,Puget Sound and Islands,Bellingham Area,20.0,48.72548903,-122.5050902,1,0,0,0,0,0,0,0,0,0,0,0,easy,3
1586,Sehome Arboretum,Puget Sound and Islands,Bellingham Area,620.0,48.7330409,-122.4845515,1,0,0,0,0,0,0,0,0,0,0,0,moderate,3
1587,Palisades,Mount Rainier Area,Chinook Pass - Hwy 410,5300.0,47.05804582,-121.5730675,0,1,0,1,1,0,1,1,0,0,0,0,very strenuous,2
1588,Snow Mountain Ranch and Cowiche Mountain,Central Washington,Yakima,2970.0,46.6592748,-120.7556248,0,0,0,0,0,1,1,1,0,1,1,0,strenuous,11
1589,Skyline Trail Loop,Mount Rainier Area,SW - Longmire/Paradise,6800.0,46.78603333,-121.7349833,0,1,0,1,0,0,1,1,0,1,0,0,moderately strenuous,2
1590,Alger Alp (South Route),Puget Sound and Islands,Bellingham Area,1272.0,48.620117,-122.334885,0,0,0,0,0,1,1,1,1,1,0,0,moderately strenuous,0
1591,Gold Creek - Alaska Lake,Snoqualmie Region,Snoqualmie Pass,4624.0,47.40113333,-121.3737667,0,1,1,1,0,0,0,1,0,0,0,1,very strenuous,10
1592,Mica Peak,Eastern Washington,Spokane Area/Coeur d'Alene,4800.0,47.57442673,-117.1355331,0,0,0,0,0,1,0,1,1,1,0,0,very strenuous,0
1593,Baker River,North Cascades,Mount Baker Area,900.0,48.75065,-121.5560167,0,1,0,0,1,0,0,1,0,0,0,1,moderate,1
1594,Tolmie State Park - Four Cedars Trail,Olympic Peninsula,Olympia,225.0,47.1204398,-122.777048,1,1,0,0,0,0,0,0,0,1,0,0,easy,3
1595,Poo Poo Point - Chirico Trail,Issaquah Alps,Tiger Mountain,1850.0,47.50001056,-122.0219278,0,0,0,0,0,1,0,1,1,0,0,0,moderately strenuous,6
1596,Mount Si,Snoqualmie Region,North Bend Area,3900.0,47.48797991,-121.7231212,0,0,0,0,1,0,0,1,1,1,0,0,very strenuous,6
1597,East Bank Baker Lake,North Cascades,North Cascades Highway - Hwy 20,1000.0,48.75065,-121.5560167,0,1,1,1,1,0,0,1,0,0,0,1,moderate,10
1598,Silver Star Mountain via Pyramid Rock Trail,Southwest Washington,Columbia River Gorge - WA,4390.0,45.72173874,-122.2695816,0,0,0,0,0,0,0,1,1,0,0,0,strenuous,6
1599,Padilla Bay,Puget Sound and Islands,Bellingham Area,30.0,48.4803,-122.47305,1,0,0,0,0,0,0,0,0,1,0,0,easy,3
1600,Beacon Rock State Park - River To Rock Trail,Southwest Washington,Columbia River Gorge - WA,280.0,45.62139753,-122.0233432,0,1,0,0,0,0,0,0,0,0,0,0,easy,13
1601,King Sisters Preserve,Puget Sound and Islands,San Juan Islands,135.0,48.52922181,-123.0989135,0,0,0,0,0,0,1,0,0,1,0,0,easy,13
1602,Briggs Lake,Puget Sound and Islands,San Juan Islands,340.0,48.59819668,-123.1315704,0,0,1,0,0,1,0,0,0,1,0,0,moderate,7
1603,Turn Point Lighthouse,Puget Sound and Islands,San Juan Islands,300.0,48.67648847,-123.2044558,1,0,0,0,0,0,0,1,0,1,0,0,moderate,3
1604,Rain Shadow Loop,Olympic Peninsula,Northern Coast,6007.0,47.95463951,-123.2594347,0,0,0,0,0,0,1,1,1,0,0,0,easy,6
1605,American Camp and South Beach,Puget Sound and Islands,San Juan Islands,175.0,48.46451542,-123.0238796,1,0,0,0,0,0,1,0,0,1,0,0,easy,3
1606,Umtanum Ridge Crest,Central Washington,Yakima,3480.0,46.8554,-120.4829,0,0,0,0,0,0,1,1,1,1,1,0,strenuous,4
1607,Sucia Island State Park,Puget Sound and Islands,San Juan Islands,223.0,48.75282183,-122.9042673,1,0,0,0,0,1,0,1,0,1,0,0,moderate,3
