TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
Gazzam Lake Nature Preserve,Puget Sound and Islands,Seattle-Tacoma Area,6.8,roundtrip,500,380,4.07,15,47.60965157,-122.5636705,3/30/21 0:00,60,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/gazzam-lake-close-beach
Shadow Lake Nature Preserve,Puget Sound and Islands,Seattle-Tacoma Area,4,trails,,,2,1,47.40791462,-122.0958846,8/29/18 0:00,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,No pass,https://www.wta.org/go-hiking/hikes/shadow-lake-nature-preserve
Big Bend/Landsburg Reach Natural Area,Puget Sound and Islands,Seattle-Tacoma Area,2,roundtrip,,,2,2,47.37509455,-121.9712073,6/6/21 0:00,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/big-bend-natural-area
Soos Creek Trail,Puget Sound and Islands,Seattle-Tacoma Area,12,roundtrip,,,3.88,8,47.38955017,-122.1515402,1/18/21 0:00,22,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/soos-creek-trail
Danville-Georgetown Trail System,Puget Sound and Islands,Seattle-Tacoma Area,30,trails,200,800,2,1,47.37281233,-121.975244,9/2/19 0:00,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/danville-georgetown-trail-system
Lime Kiln Trail,North Cascades,Mountain Loop Highway,7,roundtrip,625,750,3.61,79,48.07736667,-121.9324667,11/6/21 0:00,792,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/lime-kiln
Potholes State Park - Frenchman Hills Trail Loop,Central Washington,Potholes Region,3,trails,,,0,0,46.98107216,-119.351306,9/26/21 0:00,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/frenchman-hills-trail-loop
Madrone Crest Trail,Puget Sound and Islands,Bellingham Area,6.8,roundtrip,1290,1390,3.5,2,48.70086,-122.48896,7/11/21 0:00,26,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/madrone-crest-trail
Fort Townsend Historical State Park,Olympic Peninsula,Northern Coast,6.5,trails,,,5,3,48.07471295,-122.789619,6/18/21 0:00,12,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/fort-townsend-historical-sp
Swinomish Channel Loop Trail,Puget Sound and Islands,,,,,,0,0,,,6/24/20 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/swinomish-channel-loop-trail
Mud Mountain Dam - Rim Trail,Mount Rainier Area,Chinook Pass - Hwy 410,4,roundtrip,80,1300,2.57,7,47.14465463,-121.9332218,7/11/21 0:00,41,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/rim-primitive
White Bluffs - South Slope,Central Washington,Tri-Cities,10,roundtrip,530,900,3.5,6,46.6388408,-119.3893463,4/4/21 0:00,43,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/white-bluffs-south
Pioneer Park - Mercer Island,Puget Sound and Islands,Seattle-Tacoma Area,1.25,roundtrip,200,300,4,3,47.54071569,-122.2164202,9/9/21 0:00,27,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/pioneer-park-mercer-island
Sand Lake Snowshoe,South Cascades,White Pass/Cowlitz River Valley,5.6,roundtrip,900,5300,3.6,5,46.64407424,-121.3793564,2/27/21 0:00,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/sand-lake-snowshoe
Dalles Ridge Snowshoe,Mount Rainier Area,Chinook Pass - Hwy 410,8,roundtrip,1800,4000,3.5,2,47.09228022,-121.5842342,5/8/21 0:00,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/dalles-ridge-snowshoe
Lanham Lake Snowshoe,Central Cascades,Stevens Pass - East,3.2,roundtrip,1100,4100,3.75,16,47.7726642,-121.0124789,3/26/21 0:00,130,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/lanham-lake-snowshoe
Edmonds Marine Walkway,Puget Sound and Islands,Seattle-Tacoma Area,,,,50,2.5,2,47.80465197,-122.3940468,4/25/21 0:00,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/edmonds-marine-walkway
Kamiak Butte,Eastern Washington,Palouse and Blue Mountains,3.5,roundtrip,900,3600,3.73,11,46.8905208,-117.1359547,9/4/21 0:00,38,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/kamiak-butte
Dobson and McFadden Park Trail,Southwest Washington,Lewis River Region,1.2,roundtrip,300,600,0,0,46.660707,-122.9593867,8/21/19 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/dobson-and-mcfadden-park-trail
Lake Swano Trail,Southwest Washington,Long Beach Area,0.6,roundtrip,100,50,0,0,46.95442203,-123.801477,2/9/20 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/lake-swano-trail
West Tiger Four-Summit Loop,Issaquah Alps,Tiger Mountain,9.6,roundtrip,2830,2948,4,5,47.52933476,-121.9960821,4/18/21 0:00,36,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/west-tiger-four-summit-loop
Slate Peak,North Cascades,Pasayten,0.7,roundtrip,250,7440,4.75,4,48.738015,-120.678671,10/12/21 0:00,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/harts-pass-and-slate-peak
Cap Sante Park,Puget Sound and Islands,Bellingham Area,3.2,roundtrip,490,220,4,2,48.51902061,-122.6063168,6/4/21 0:00,9,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/cap-sante-park
Iron Peak,Snoqualmie Region,Salmon La Sac/Teanaway,7.6,roundtrip,2360,6160,4.2,10,47.421427,-120.937243,10/11/21 0:00,251,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/iron-peak
Miller River Road Snowshoe,Central Cascades,Stevens Pass - West,7.4,roundtrip,700,2200,4,1,47.71460366,-121.3991618,2/20/21 0:00,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/miller-river-road-backcountry-ski
Toutle Trail - Red Rock Pass to Blue Lake Trailhead,South Cascades,Mount St. Helens,3.3,one-way,280,3400,0,0,46.14361884,-122.2349221,9/5/21 0:00,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/toutle-trail-red-rock-pass-to-blue-lake-trailhead
Toutle Trail,South Cascades,Mount St. Helens,13.6,one-way,1900,4000,3,6,46.14293496,-122.3244381,8/1/21 0:00,7,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/toutle
Gombu Wilderness Cliffs,Issaquah Alps,Cougar Mountain,2.6,roundtrip,,,2.75,4,47.51425243,-122.0910343,11/8/21 0:00,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/wilderness-cliffs
Deering Wildflower Acres,Puget Sound and Islands,,2,trails,,,4,6,48.038528,-122.125429,5/29/21 0:00,10,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,No pass,https://www.wta.org/go-hiking/hikes/deering-wildflower-acres
Winchester Mountain,North Cascades,Mount Baker Area,3.4,roundtrip,1300,6521,4.46,28,48.95263333,-121.6357833,10/10/21 0:00,214,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/winchester-mountain
Sheep Lake to Sourdough Gap,Mount Rainier Area,Chinook Pass - Hwy 410,6,roundtrip,1100,6400,3.92,36,46.8911171,-121.505702,10/17/21 0:00,352,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/sourdough-gap
Spring Lake/Lake Desire Park - Echo Mountain,Puget Sound and Islands,Seattle-Tacoma Area,3,roundtrip,,900,3.73,11,47.43693597,-122.0940381,10/4/21 0:00,93,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/spring-lake-lake-desire-park-echo-mountain
Dosewallips State Park - Steam Donkey Trail,Olympic Peninsula,Hood Canal,3.5,roundtrip,400,425,2.91,11,47.6875812,-122.8998651,10/31/21 0:00,108,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/dosewallips-state-park-steam-donkey-trail
Sinlahekin Natural Area,Eastern Washington,Okanogan Highlands/Kettle River Range,8,trails,,2700,4.5,2,48.79087187,-119.6462846,10/9/21 0:00,3,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/sinlahekin-natural-area
Heather - Maple Pass Loop,North Cascades,North Cascades Highway - Hwy 20,7.2,roundtrip,2000,6650,4.82,115,48.51621667,-120.7354,11/6/21 0:00,977,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/maple-pass
Excelsior Peak via Damfino Lakes Trail,North Cascades,Mount Baker Area,5.6,roundtrip,1500,5699,4.08,13,48.959324,-121.80701,10/8/21 0:00,140,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/excelsior-peak-via-damfino-lakes-trail
Tonga Ridge / Mount Sawyer,Central Cascades,Stevens Pass - West,8,roundtrip,1200,5495,3.64,33,47.67887,-121.264833,10/29/21 0:00,431,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/tonga-ridge
Melakwa Lake,Snoqualmie Region,Snoqualmie Pass,8.5,roundtrip,2700,4600,4.19,88,47.41505,-121.4432167,10/31/21 0:00,1028,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/melakwa-lake
"Thomas, Blue and Tombstone Lakes",South Cascades,Mount Adams Area,7,roundtrip,1000,4780,2.43,7,46.005733,-121.839117,10/16/21 0:00,27,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/thomas-lake
Ptarmigan Ridge,North Cascades,Mount Baker Area,9,roundtrip,1800,6100,4.48,31,48.84633333,-121.6926667,10/5/21 0:00,301,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/ptarmigan-ridge
Mount Shuksan,North Cascades,Mount Baker Area,,,,9127,5,1,48.84958045,-121.6862869,7/24/21 0:00,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mt-shuksan
Mount Ann,North Cascades,Mount Baker Area,10.5,roundtrip,4000,,0,0,48.8532541,-121.6817814,5/15/15 0:00,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-ann
Lake Ann (Mount Baker Highway),North Cascades,Mount Baker Area,8.2,roundtrip,1900,4900,4.27,26,48.8510965,-121.6860796,10/31/21 0:00,283,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lake-ann
Huntoon Point Snowshoe,North Cascades,Mount Baker Area,6,roundtrip,1200,5200,5,5,48.8466864,-121.6910478,4/12/21 0:00,55,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/huntoon-point
Fire and Ice Trail,North Cascades,Mount Baker Area,0.5,roundtrip,100,4400,3.6,5,48.857865,-121.6822288,9/6/21 0:00,18,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/fire-and-ice-trail
Baker Hot Springs,North Cascades,Mount Baker Area,,,,,4.17,6,48.8464316,-121.6924453,9/10/21 0:00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/baker-hot-springs
Artist Ridge - Huntoon Point,North Cascades,Mount Baker Area,1.2,roundtrip,200,5150,4,13,48.8466827,-121.6910452,10/1/21 0:00,163,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/artist-ridge
Artist Point Snowshoe,North Cascades,Mount Baker Area,4,roundtrip,1000,5100,4.5,24,48.86157085,-121.6824943,10/31/21 0:00,360,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/artist-point-snowshoe
Table Mountain,North Cascades,Mount Baker Area,2.6,roundtrip,725,5700,4.46,13,48.84684168,-121.6925594,10/12/21 0:00,149,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/table-mountain
Wild Goose,North Cascades,Mount Baker Area,1.4,roundtrip,1100,5100,3.25,4,48.84710763,-121.692853,10/12/21 0:00,45,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/wild-goose
Eagle Lakes,North Cascades,Methow/Sawtooth,12.5,roundtrip,2350,7110,3.6,10,48.220383,-120.26785,10/8/21 0:00,85,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/eagle-lakes
Thunder Knob,North Cascades,North Cascades Highway - Hwy 20,3.6,roundtrip,635,1875,3.77,31,48.6905,-121.0979667,10/7/21 0:00,204,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/thunder-knob
Vancouver Discovery Historic Loop,Southwest Washington,Vancouver Area,2.3,roundtrip,115,105,0,0,45.62620175,-122.6566331,8/4/21 0:00,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/vancouver-discovery-historic-loop
Gold Creek Pond,Snoqualmie Region,Snoqualmie Pass,1,roundtrip,10,3000,4.32,22,47.4094357,-121.3677233,11/7/21 0:00,246,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/gold-creek-pond
Lake Creek,Eastern Washington,Spokane Area/Coeur d'Alene,26,roundtrip,340,1840,3.2,5,47.33443112,-118.7010098,1/3/21 0:00,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,https://www.wta.org/go-hiking/hikes/odessa-lake-creek-trail
Mallardy Ridge Snowshoe,North Cascades,Mountain Loop Highway,10,roundtrip,1900,3200,3,2,48.07071317,-121.6560584,1/16/21 0:00,10,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/mallardy-ridge-snowshoe
Lake Wynoochee East Shore Trail,Olympic Peninsula,Hood Canal,5.5,roundtrip,800,930,0,0,47.40241594,-123.5823727,9/11/21 0:00,7,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/lake-wynoochee-east-shore-trail
Maidenhair Falls,Olympic Peninsula,Olympia,1,roundtrip,100,,4.25,4,47.44800458,-123.5527007,1/25/21 0:00,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/maidenhair-falls
Copper Pass via Twisp River,North Cascades,Methow/Sawtooth,10.6,roundtrip,3100,6720,3.14,7,48.45856667,-120.56755,10/7/21 0:00,13,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/copper-pass-via-twisp-river
Chimney Rock,Central Cascades,,,,,7727,0,0,,,8/27/11 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/chimney-rock
Goat Lake,Olympic Peninsula,,,,,,5,3,47.91196995,-123.142662,9/24/21 0:00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/goat-lake-3
Volcanic Neck,Snoqualmie Region,Salmon La Sac/Teanaway,,,,,0,0,47.39004318,-120.87238,9/7/21 0:00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/volcanic-neck
Devil's Head,Snoqualmie Region,Salmon La Sac/Teanaway,,,,,0,0,,,9/9/21 0:00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/devils-head
Wynoochee Pass to Sundown Lake,Olympic Peninsula,Olympia,12,roundtrip,3150,3820,5,1,47.51632801,-123.5393269,9/15/21 0:00,26,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/sundown-lake-way-trail
Island Lake,North Cascades,Mountain Loop Highway,,,,,3.33,3,48.0325985,-121.6834849,7/11/21 0:00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/island-lake-3
Poet Ridge (Little Wenatchee Ridge),Central Cascades,Stevens Pass - East,,,,,3,1,,,9/29/20 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/poet-ridge
Threeway Peak,Mount Rainier Area,,,,,,0,0,,,7/25/21 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/threeway-peak
Cat Creek Way,Olympic Peninsula,Northern Coast,,,,,0,0,,,9/5/21 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/cat-creek-way-trail
Hogback Mountain,South Cascades,,,,,,4,1,,,5/24/20 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/hogback-mountain
Camp Schurman,Mount Rainier Area,,,,,,5,2,46.90031955,-121.6581345,7/5/21 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/camp-schurman
Columbia National Wildlife Refuge - Marsh Lake Unit,Central Washington,Potholes Region,,,,,0,0,,,3/20/20 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/oillar-widgeon-and-hampton-lakes
Old Sauk Mountain Trail,North Cascades,,,,,,4.5,2,,,5/21/21 0:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/old-sauk-mountain-trail-614
Tomlike Mountain,Southwest Washington,Columbia River Gorge - OR,6,roundtrip,1300,4555,0,0,45.577567,-121.792517,1/13/18 0:00,3,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/tomlike-mountain
Dixie Peak,Snoqualmie Region,North Bend Area,,,,,4.25,4,47.52786561,-121.7092896,11/6/21 0:00,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/dixie-peak
DeRoux Peak,Snoqualmie Region,Salmon La Sac/Teanaway,,,,,4,1,47.41949283,-120.9396029,6/10/21 0:00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/deroux-peak
West Tibbett's Creek Trail (#COUGAR-E10),Issaquah Alps,,,,,,0,0,,,7/25/21 0:00,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/west-tibbetts-creek-trail-cougar-e10
Mount Christoff,Mount Rainier Area,Chinook Pass - Hwy 410,,,,,0,0,47.1603069,-121.6622543,7/28/21 0:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/mount-christoff
Silver Moon,North Cascades,Pasayten,,,,8252,0,0,,,6/17/17 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/silver-moon
Shaw Island,Puget Sound and Islands,San Juan Islands,,,,,0,0,48.58489737,-122.9279137,12/30/16 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/shaw-island
Lewis Creek Trail - Bellevue,Issaquah Alps,Cougar Mountain,,,,,3.5,2,47.55082196,-122.1255602,8/8/21 0:00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lewis-creek-trail-bellevue
Middle Creek,Snoqualmie Region,Salmon La Sac/Teanaway,,,,,0,0,47.2957855,-120.8550274,5/16/20 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/middle-creek
2773' 353'P,Central Cascades,,,,,,0,0,,,1/18/11 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/2773-353p
Teepee Falls,North Cascades,Mountain Loop Highway,,,,,2,1,,,7/21/21 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/teepee-falls
Change Peak,Snoqualmie Region,North Bend Area,,,,,3.8,5,47.4234418,-121.673584,10/22/21 0:00,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/change-peak
Deer Creek Falls,North Cascades,Mountain Loop Highway,,,,,1,1,,,3/24/19 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/deer-creek-falls-1
McKay Ridge,North Cascades,North Cascades Highway - Hwy 20,,,,7000,4,1,,,5/15/21 0:00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/mckay-ridge
Tennant Lake and Hovander Homestead Trails,Puget Sound and Islands,Bellingham Area,1,roundtrip,,,5,1,48.81894,-122.57674,5/22/21 0:00,11,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,,https://www.wta.org/go-hiking/hikes/tennant-lake-and-hovander-homestead-trails
Lichtenwasser Lake Snowshoe,Central Cascades,Stevens Pass - East,,,,,3,1,47.7844685,-121.0323396,12/26/20 0:00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lichtenwasser-lake-snowshoe
Crescent Mountain,Mount Rainier Area,,,,,,3,1,,,8/25/09 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/crescent-mtn
Brown Creek,Olympic Peninsula,Hood Canal,0.8,roundtrip,20,,3.5,6,47.4121936,-123.3220237,8/23/20 0:00,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/brown-creek
Pete's Creek - Colonel Bob Peak,Olympic Peninsula,Pacific Coast,8.2,roundtrip,3500,4510,4.58,26,47.45721667,-123.73175,10/31/21 0:00,146,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/colonel-bob
Mildred Lakes,Olympic Peninsula,Hood Canal,9,roundtrip,2300,4100,3.53,17,47.57528333,-123.2612,10/13/21 0:00,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mildred-lakes
Grand Park via Lake Eleanor,Mount Rainier Area,NE - Sunrise/White River,8,roundtrip,1100,5630,4.5,40,46.99628333,-121.6413333,10/31/21 0:00,533,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/grand-park-via-lake-eleanor
Lake Janus and Grizzly Peak,Central Cascades,Stevens Pass - East,16.6,roundtrip,2525,5550,3.31,13,47.80233333,-121.0772333,11/1/21 0:00,127,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,,https://www.wta.org/go-hiking/hikes/lake-janus-grizzly-peak
Camp Muir,Mount Rainier Area,SW - Longmire/Paradise,8,roundtrip,4640,10080,4.6,45,46.78603333,-121.7349833,9/9/21 0:00,552,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/camp-muir
Spoon Creek Falls,Olympic Peninsula,Olympia,0.8,roundtrip,200,1000,3.5,6,47.35378333,-123.5652,8/18/21 0:00,27,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/spoon-creek-falls
Rock Mountain via Snowy Creek,Central Cascades,Stevens Pass - East,9,roundtrip,3600,,4.38,8,47.80796669,-120.9968948,9/25/21 0:00,126,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/rock-mountain-via-snowy-creek
Dark Peak,Central Cascades,Entiat Mountains/Lake Chelan,16,roundtrip,,8513,0,0,47.96960792,-120.2158356,6/5/15 0:00,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/dark-peak
Gothic Basin,North Cascades,Mountain Loop Highway,9.2,roundtrip,2840,5200,4.54,98,48.02611667,-121.4425,10/19/21 0:00,834,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/gothic-basin
Myrtle Lake,Central Cascades,Entiat Mountains/Lake Chelan,8,roundtrip,650,3765,3.38,8,48.02436667,-120.6512,10/21/21 0:00,43,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/myrtle-lake
Skookum Flats,Mount Rainier Area,Chinook Pass - Hwy 410,7.8,roundtrip,300,2550,3.71,21,47.04902153,-121.5700098,11/6/21 0:00,356,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/skookum-flats
Mount Grant Preserve,Puget Sound and Islands,San Juan Islands,4.6,trails,900,900,5,3,48.57981284,-123.1436746,8/10/21 0:00,6,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/mount-grant-preserve
Cherry Creek Falls,Central Cascades,Stevens Pass - West,5,roundtrip,450,705,3.69,42,47.74567234,-121.9076443,10/17/21 0:00,617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/cherry-creek-falls
